74.7773,7.8,
1.97819,7.8,
7.1821,7.8,
6.26335,7.8,
0.365194,7.8,
1.27543,7.8,
3.91298,7.8,
2.03643,7.8,
2.17997,7.8,
1.61444,7.8,
4.13956,7.8,
0.707215,7.8,
3.46739,7.8,
4.00101,7.8,
2.53172,7.8,
6.64813,7.8,
6.61689,7.8,
4.42246,7.8,
4.62804,7.8,
4.12636,7.8,
1.85635,7.8,
0.974267,7.8,
1.31373,7.8,
0.991896,7.8,
3.56217,7.8,
10.7856,7.8,
0.211733,7.8,
1.57769,7.8,
3.85477,7.8,
2.48138,7.8,
0.975434,7.8,
1.7694,7.8,
0.662933,7.8,
4.64798,7.8,
1.8043,7.8,
3.37636,7.8,
1.1977,7.8,
0.631189,7.8,
0.238178,7.8,
0.59678,7.8,
4.25323,7.8,
0.314403,7.8,
2.33376,7.8,
0.641435,7.8,
1.03783,7.8,
2.79952,7.8,
7.01978,7.8,
2.94801,7.8,
4.85508,7.8,
10.6483,7.8,
3.73838,7.8,
3.19208,7.8,
2.11067,7.8,
1.30428,7.8,
0.852817,7.8,
1.38466,7.8,
3.41398,7.8,
7.82785,7.8,
1.38727,7.8,
1.86997,7.8,
0.289196,7.8,
6.4292,7.8,
6.16791,7.8,
2.34342,7.8,
2.02549,7.8,
6.66006,7.8,
1.78948,7.8,
3.01812,7.8,
3.22942,7.8,
10.0914,7.8,
3.1943,7.8,
5.68749,7.8,
2.16125,7.8,
1.31779,7.8,
0.379257,7.8,
2.35115,7.8,
1.76464,7.8,
2.58884,7.8,
0.934722,7.8,
1.07181,7.8,
4.12897,7.8,
5.65517,7.8,
1.01981,7.8,
2.3262,7.8,
1.49847,7.8,
4.48169,7.8,
0.107562,7.8,
3.51248,7.8,
0.219046,7.8,
0.457168,7.8,
2.80973,7.8,
2.04025,7.8,
1.73864,7.8,
4.61859,7.8,
1.47753,7.8,
1.37643,7.8,
7.13792,7.8,
3.39673,7.8,
2.41817,7.8,
3.20466,7.8,
2.06526,7.8,
5.01236,7.8,
1.06989,7.8,
2.06255,7.8,
0.968231,7.8,
2.41145,7.8,
1.78818,7.8,
3.25376,7.8,
1.05976,7.8,
1.04589,7.8,
3.5734,7.8,
3.82704,7.8,
2.80383,7.8,
2.90098,7.8,
1.34331,7.8,
1.50816,7.8,
0.498498,7.8,
2.56643,7.8,
1.79067,7.8,
2.86646,7.8,
5.48589,7.8,
5.65886,7.8,
1.65254,7.8,
4.14402,7.8,
3.29588,7.8,
2.22814,7.8,
0.249477,7.8,
2.22365,7.8,
1.17862,7.8,
4.12864,7.8,
0.766898,7.8,
0.196704,7.8,
4.00199,7.8,
0.572336,7.8,
1.09195,7.8,
5.24962,7.8,
5.9136,7.8,
3.93079,7.8,
5.39105,7.8,
2.76858,7.8,
4.13669,7.8,
3.04969,7.8,
1.11325,7.8,
0.25587,7.8,
4.46608,7.8,
0.464726,7.8,
0.392644,7.8,
2.54779,7.8,
4.06584,7.8,
0.359199,7.8,
6.44974,7.8,
0.884953,7.8,
6.90375,7.8,
1.04423,7.8,
1.91511,7.8,
1.26061,7.8,
1.84368,7.8,
1.97185,7.8,
2.60088,7.8,
1.80154,7.8,
2.72887,7.8,
3.78586,7.8,
2.93037,7.8,
0.261604,7.8,
4.54939,7.8,
2.02565,7.8,
2.2947,7.8,
5.18221,7.8,
7.9097,7.8,
1.69834,7.8,
0.707009,7.8,
1.68898,7.8,
3.9555,7.8,
1.12995,7.8,
4.93566,7.8,
1.54282,7.8,
2.41562,7.8,
1.89312,7.8,
6.63704,7.8,
1.93904,7.8,
0.964893,7.8,
3.53928,7.8,
1.75601,7.8,
0.915834,7.8,
1.95718,7.8,
3.47953,7.8,
0.31105,7.8,
1.85771,7.8,
1.32495,7.8,
6.38119,7.8,
0.215035,7.8,
11.1061,7.8,
3.53633,7.8,
0.496176,7.8,
1.41849,7.8,
1.011,7.8,
1.99665,7.8,
1.68829,7.8,
5.17316,7.8,
2.23754,7.8,
2.7537,7.8,
1.78262,7.8,
7.16047,7.8,
8.28151,7.8,
0.236799,7.8,
0.777183,7.8,
2.90992,7.8,
2.14101,7.8,
1.13077,7.8,
0.613434,7.8,
8.94981,7.8,
2.30812,7.8,
0.938023,7.8,
3.20277,7.8,
4.76872,7.8,
1.85019,7.8,
5.55112,7.8,
1.5297,7.8,
2.58562,7.8,
5.78832,7.8,
1.6352,7.8,
6.40225,7.8,
4.37802,7.8,
1.84658,7.8,
1.4426,7.8,
4.39987,7.8,
1.6848,7.8,
5.87429,7.8,
2.86208,7.8,
0.472558,7.8,
0.0748265,7.8,
0.568558,7.8,
0.271614,7.8,
7.89301,7.8,
6.52335,7.8,
0.592131,7.8,
2.17054,7.8,
0.21388,7.8,
1.41364,7.8,
0.623518,7.8,
2.65507,7.8,
9.76379,7.8,
0.172769,7.8,
6.6759,7.8,
4.05759,7.8,
2.69399,7.8,
6.50537,7.8,
1.44098,7.8,
2.05916,7.8,
